repeat,pr_focused_extra,roc_focused_extra,top5_precision_focused_extra,pr_strict_history,roc_strict_history,top5_precision_strict_history,pr_target_history_sensitivity,roc_target_history_sensitivity,top5_precision_target_history_sensitivity
152,0.25154594020691484,0.6850905178126885,0.3407258064516129,0.2722390078071968,0.6993203801920043,0.3699596774193548,0.2746326196274517,0.6981851883234966,0.37399193548387094
153,0.24148678924877362,0.6752140665720733,0.3424242424242424,0.25517972785972454,0.687432530551062,0.36767676767676766,0.26203752563572974,0.688191651697157,0.37272727272727274
154,0.24133705777198416,0.6751883695208047,0.33131313131313134,0.2534435287435385,0.6853207769952159,0.3383838383838384,0.2568199963056607,0.6846417404240799,0.34949494949494947
155,0.2219576897813483,0.669803063857634,0.31224899598393574,0.23880622354191053,0.6777151633721146,0.32831325301204817,0.24386930479614058,0.6778331588446427,0.33032128514056225
156,0.23150115139342026,0.6766630120020676,0.32435129740518964,0.2484836113746692,0.6896058143293877,0.3473053892215569,0.25893050011495483,0.6888313180970842,0.35429141716566864
157,0.24436742739811168,0.6758634162166373,0.3626373626373626,0.2625272950422804,0.688345745067193,0.3836163836163836,0.263377411641692,0.6877706718972727,0.3916083916083916
158,0.2297027311815623,0.6739378256715212,0.3114256825075834,0.24416784943533293,0.6847491104645875,0.32659251769464104,0.24720885836921563,0.6838753233079436,0.3447927199191102
159,0.24091053213331937,0.6737394023182824,0.3346693386773547,0.26098172874393044,0.6872483306372523,0.36072144288577157,0.26350298969137115,0.6874844051433389,0.3667334669338677
160,0.23920200991714075,0.6693025937314782,0.3256513026052104,0.25280984374113735,0.6797254258607299,0.35771543086172347,0.2560310478732245,0.6789505486579239,0.374749498997996
161,0.24333097253351743,0.6781710980760544,0.341046277665996,0.2614977293064753,0.6903447390600377,0.37525150905432597,0.2665847544946115,0.6896023724927209,0.38329979879275655
162,0.22559179477007607,0.6708763678244092,0.31983805668016196,0.24655909959859035,0.6816562061178163,0.35931174089068824,0.2519961268343417,0.6812345923303691,0.3582995951417004
163,0.23825753767301627,0.6734894406897917,0.33636363636363636,0.2545108492846411,0.6835187807849712,0.3565656565656566,0.26323022533711793,0.6838090837142947,0.37272727272727274
164,0.2344310843820453,0.6724810401660279,0.3106893106893107,0.2448028722556243,0.6811618364910516,0.3386613386613387,0.24765926547520004,0.6806395329292823,0.35264735264735264
165,0.24304020932701503,0.6708549755134263,0.33634538152610444,0.2607437758542124,0.686061162981755,0.36244979919678716,0.26989815001791395,0.6852204760034468,0.3755020080321285
